teks_klaim,is_claim,source,category
"""Ketentuan Obamacare akan mengizinkan """"pemeriksaan rumah paksa"""" oleh agen pemerintah.""",true,medora,DIAGNOSIS
Perawatan sel induk jangka panjang memberikan masa depan bagi dua bersaudara,true,medora,OTHER
Dengan menggunakan celah yang jarang diketahui... antek-antek Obama mengizinkan Perusahaan Nestle mengekspor air bersih yang berharga keluar dari Danau Michigan.,true,medora,NUTRITION
"Penerbangan rahasia membawa anggota keluarga bin Laden dan warga negara Saudi keluar dari AS segera setelah 11 September ketika larangan umum terhadap perjalanan udara masih berlaku, dan sebelum FBI sempat menginterogasi penumpang mana pun.",true,medora,OTHER
"RUU belanja besar memenangkan Senat, dan banyak kemenangan.",true,medora,OTHER
Bekas Luka Hati Sembuh Setelah Serangan Jantung,true,medora,OTHER
Upaya penculikan anak di mal atau taman hiburan berhasil digagalkan karena penculik lupa mengganti sepatu anak tersebut.,true,medora,MATERNAL_CHILD
Skrining dini untuk kanker paru-paru mendapat tinjauan yang beragam,true,medora,OTHER
"""Nancy Pelosi mengatakan """"Kongres tidak boleh memberikan suara dari jarak jauh karena tidak aman!"""" sambil juga mengatakan bahwa “Semua orang Amerika harus memilih presiden melalui surat!”""",true,medora,OTHER
"Pacu perut merah, spesies invasif yang berkerabat dengan piranha tetapi memiliki gigi mirip manusia, diketahui telah menggigit buah zakar laki-laki, menewaskan sedikitnya dua korban.",true,medora,NUTRITION
Batasan Skrining Baru untuk Penyakit Jantung,true,medora,DIAGNOSIS
Seorang mahasiswa berusia 19 tahun di Kenya dengan sengaja menginfeksi 324 pria dengan human immunodeficiency virus sebagai tindakan balas dendam.,true,medora,DIAGNOSIS
Layanan kesehatan di Arab Saudi berkembang pesat seiring dengan upaya negara tersebut untuk menutup kesenjangan kesejahteraan.,true,medora,OTHER
Tidak ada orang yang meninggal karena tidak mempunyai akses terhadap layanan kesehatan.,true,medora,OTHER
Sepasang suami istri asal Kalifornia dan Ekuador membuktikan bahwa hidup hanya dengan udara adalah hal yang mungkin dilakukan.,true,medora,OTHER
Sel kanker dibunuh dengan suhu dingin yang ekstrim oleh ahli bedah Universitas Tulane,true,medora,OTHER
Partai Demokrat di DPR Maine memilih untuk mengizinkan mutilasi alat kelamin perempuan.,true,medora,NUTRITION
Keputusan tersebut menunda rencana eksplorasi emas di Idaho timur.,true,medora,OTHER
Terapi di kantor: bank melakukan perlawanan terhadap kesehatan mental secara internal.,true,medora,TREATMENT
Obat Diabetes Terbukti Memperlambat Penumpukan Plak,true,medora,TREATMENT
Terobosan medis? Prosedur baru melawan tumor,true,medora,OTHER
Urutan genom virus corona yang mendukung hipotesis bahwa virus tersebut muncul secara alami semuanya palsu dan sebenarnya tidak ada.,true,medora,DIAGNOSIS
Denver akan merumahkan ribuan pekerja di tengah virus corona.,true,medora,DIAGNOSIS
"""Catherine Cortez Masto Berkata"" ""Joe Heck memberikan suara 10 kali untuk membatalkan dana Planned Parenthood ... dan Heck menentang hak perempuan untuk memilih, bahkan ketika kesehatannya terancam.""",true,medora,OTHER
"Patung Liberty didirikan sebagai penghormatan atas pencapaian tentara kulit hitam dalam Perang Saudara, dan seorang wanita kulit hitam menjadi model Lady Liberty.",true,medora,OTHER
"""Frederica Wilson Mengatakan dia memperkenalkan larangan""""tarian kotor"".",true,medora,OTHER
Mark Zuckerberg mengatakan bahwa dia muak dengan media sosial dan sebagai akibatnya dia meninggalkan Facebook.,true,medora,OTHER
"Setahun setelah Michael, komunitas Florida masih dalam krisis.",true,medora,OTHER
Perdebatan tentang siapa yang memerlukan pemeriksaan tiroid saat hamil,true,medora,DIAGNOSIS
Kilang minyak Illinois akan ditingkatkan dalam penyelesaian polusi.,true,medora,OTHER
Juri St. Louis menolak gugatan terhadap Johnson & Johnson.,true,medora,OTHER
"Legislator negara bagian Arkansas, Alan Clark, mensponsori rancangan undang-undang yang secara tegas memotong program makan siang gratis bagi siswa miskin pada bulan Februari 2019.",true,medora,NUTRITION
"Orang Dewasa Di Bawah 30 Tahun Paling Kecil Kemungkinannya Memakai Masker, Jarak Sosial",true,medora,OTHER
"""Mayoritas orang Amerika"" ""sejak masa Harry Truman"""" mendukung asuransi kesehatan pembayar tunggal, atau """" Medicare penuh untuk semua.""",true,medora,OTHER
Diklaim bahwa AS memiliki “ribuan hakim – hakim perbatasan – ribuan.”,true,medora,OTHER
Studi: Menghentikan pemanasan global satu-satunya cara untuk menyelamatkan terumbu karang.,true,medora,OTHER
Obat memberi manfaat bagi tikus rumahan untuk berolahraga,true,medora,TREATMENT
Lensa baru menawarkan harapan untuk penglihatan yang lebih baik,true,medora,OTHER
"Komedian Howie Mandel menulis daftar """"prestasi"" Perdana Menteri Kanada Justin Trudeau.",true,medora,OTHER
Ada 400 lebih banyak orang yang bekerja di layanan kesehatan saat ini di New Hampshire dibandingkan saat anggaran kita disahkan.,true,medora,OTHER
"Empat negara Afrika lainnya mengkonfirmasi virus corona, dan pengendalian baru diberlakukan.",true,medora,DIAGNOSIS
Adolf Hitler tidak pernah menggunakan senjata kimia (terhadap rakyatnya sendiri).,true,medora,OTHER
"""Proyek Pertama Florida Kata Carlos Beruff""""mendukung (Charlie) Crist bahkan setelah dia berpindah partai.""",true,medora,OTHER
"Perihal: (Marco) Dukungan Rubio terhadap larangan alokasi: Pada tahun 2002 saja, dia meminta 37 alokasi senilai $43 juta.",true,medora,OTHER
Ben Carson telah dicabut izin medisnya di seluruh 50 negara bagian setelah membuat “komentar tidak masuk akal” di jalur kampanye dalam mengejar nominasi presiden dari Partai Republik.,true,medora,OTHER
Perawatan diabetes selama kehamilan mengurangi risiko anak obesitas,true,medora,MATERNAL_CHILD
"""Pilihan publik untuk layanan kesehatan akan mengakhiri asuransi swasta """"karena masyarakat asuransi swasta tidak akan mampu bersaing dengan pilihan pemerintah.""",true,medora,OTHER
"Wanita menangis yang sama muncul dalam foto yang diambil di lokasi pembantaian di Sandy Hook, Aurora, Boston, Oregon, Paris, dan Manchester.",true,medora,OTHER
"Diet iseng memang bisa berhasil, namun para ahli tidak menemukan obat pelangsing yang ajaib.",true,medora,NUTRITION
"Penampilan panggung seorang aktris sebagai Anne Frank sangat buruk sehingga penonton berteriak, 'Dia ada di loteng! ketika tentara Nazi tiba di panggung.",true,medora,OTHER
Para peneliti hampir melakukan tes darah untuk penyakit Alzheimer,true,medora,DIAGNOSIS
"Tequila melawan virus, membantu penurunan berat badan, dan bermanfaat bagi orang yang menderita penyakit pencernaan.",true,medora,DIAGNOSIS
"Jika Anda memutuskan tidak menginginkan vaksin COVID-19, militer akan membantu meyakinkan Anda.",true,medora,PREVENTION
Dokter Harus Mewaspadai Paru-Paru yang Tertusuk pada Pasien COVID,true,medora,OTHER
Presiden AS Barack Obama mengonsumsi obat anti malaria hydroxychloroquine pada tahun 2008.,true,medora,TREATMENT
Anggota Parlemen Alexandria Ocasio-Cortez mengatakan keberadaan miliarder adalah hal yang salah.,true,medora,OTHER
Kebahagiaan membuat jantung menjadi sehat.,true,medora,OTHER
"Pada Uji Awal, Obat Hepatitis C Baru Menunjukkan Janji",true,medora,TREATMENT
"""Kota Austin tampaknya telah menghapus segala konsekuensi hukum atas tindakan para tunawisma yang berbaring, tidur, dan buang air besar.""",true,medora,MENTAL_HEALTH
Perawat Muslim yang bekerja di Inggris mungkin menolak mencuci tangan untuk menjaga kesopanan berdasarkan hukum Islam.,true,medora,OTHER
Obat penghilang bekuan darah menyelamatkan anggota tubuh dari radang dingin.,true,medora,TREATMENT
"Starbucks refused free product to Marines serving in Iraq, saying the company didn't support the war or anyone taking part in it.",true,medora,OTHER
Para ilmuwan membangun DNA dari awal untuk mengubah cetak biru kehidupan.,true,medora,OTHER
Angka kematian di AS tahun ini tidak jauh berbeda dengan 5 tahun sebelumnya,true,medora,OTHER
"""Lirik"" ""Fire and Rain"" karya James Taylor menceritakan reaksinya terhadap kematian pacarnya dalam kecelakaan pesawat.""",true,medora,OTHER
Wanita yang menggunakan obat tulang memiliki lebih sedikit kanker usus besar: penelitian,true,medora,TREATMENT
George Soros mendanai distribusi kartu debit MasterCard prabayar kepada para pengungsi melalui PBB.,true,medora,OTHER
"""Mengenai imigrasi, """"presiden mengatakan 22 kali, 22 kali, bahwa dia tidak bisa melakukan apa yang akhirnya dia lakukan.""",true,medora,OTHER
Presiden Donald Trump telah mengulangi klaim bahwa Hillary Clinton menjual 20 persen Uranium Amerika ke Rusia saat Menteri Luar Negeri AS sedang berkampanye dan menjabat.,true,medora,OTHER
Penjelasan: Apa dampak pembekuan dana AS bagi WHO dan pekerjaannya.,true,medora,OTHER
Keponakan: Keluarga tidak mau menerima penculik Elizabeth Smart.,true,medora,OTHER
Tidur malam yang buruk dapat menghambat penggunaan insulin tubuh.,true,medora,MENTAL_HEALTH
Kematian akibat flu pertama musim ini tercatat di Utah.,true,medora,OTHER
Studi menemukan bahwa pajak gula di Inggris dapat menyelamatkan ribuan orang dari obesitas dan diabetes.,true,medora,LIFESTYLE
Proposal layanan kesehatan dari Partai Republik akan memangkas lebih dari $135 juta dana federal yang tersedia untuk sekolah-sekolah di PA.,true,medora,OTHER
Presiden AS Donald Trump secara pribadi menyumbangkan $1 juta untuk dana bantuan bagi Bahama setelah Badai Dorian.,true,medora,OTHER
Mengapa Tortilla Dapat Memegang Kunci Bayi yang Lebih Sehat,true,medora,MATERNAL_CHILD
"Perawatan kecantikan membunuh seorang wanita Hong Kong, tiga orang sakit.",true,medora,DIAGNOSIS
Ganja menjadi legal di negara bagian Washington di tengah pesan yang beragam.,true,medora,OTHER
Majelis New York mengesahkan undang-undang yang secara tegas melegalkan penembakan jantung bayi dengan racun.,true,medora,MATERNAL_CHILD
"'Lebih besar dari memenangkan perang': dokter hewan PD II, berusia 99 tahun, selamat dari virus corona di Brasil.",true,medora,DIAGNOSIS
Beberapa gejala serangan jantung tidak kentara dan bisa disalahartikan sebagai gangguan pencernaan.,true,medora,DIAGNOSIS
Enam ribu orang telah mencari pengobatan kecanduan melalui Medicaid yang diperluas.,true,medora,TREATMENT
Tes untuk Infeksi Masa Lalu,true,medora,DIAGNOSIS
Seorang nenek asal Australia yang membawa senjata meledakkan testis kedua pria yang memperkosa cucunya.,true,medora,DIAGNOSIS
"Mana yang lebih buruk pada kehamilan, tembakau atau rokok?.",true,medora,MATERNAL_CHILD
Kesepakatan buku Walikota Baltimore senilai $500K menuai kritik keras.,true,medora,OTHER
Kasus Pemeriksaan Kolesterol Universal pada Anak,true,medora,DIAGNOSIS
Rumah sakit London secara singkat mengeluarkan peringatan kritis ketika kasus meningkat.,true,medora,DIAGNOSIS
Kelompok lingkungan hidup Nebraska mendedikasikan bulan Juni untuk 'plogging'.,true,medora,OTHER
“Trump Memperingatkan Suntikan Flu Adalah 'Penipuan' Terbesar Dalam Sejarah Medis.”,true,medora,OTHER
Gambar viral Kata Ratu Elizabeth mengatakan Presiden Filipina Rodrigo Duterte “adalah tipe pemimpin yang tahu jalannya…. Rakyat Filipina sangat beruntung memiliki dia.”,true,medora,OTHER
Pejabat Minesota melaporkan kematian vaping pertama di negara bagian tersebut.,true,medora,OTHER
"""Mike Pence Berkata Hillary Clinton dan Tim Kaine"" ""ingin memperluas (Obamacare) menjadi program pembayar tunggal.""",true,medora,OTHER
Canggih: Robot dan Bedah,true,medora,OTHER
Penggantian hormon dikaitkan dengan penurunan risiko kanker usus besar,true,medora,RISK
Kepatuhan terhadap pembatasan sosial memicu penurunan proyeksi kematian akibat virus corona di AS.,true,medora,DIAGNOSIS
"""Para pejabat kesehatan mengumumkan pada bulan Juni 2017 bahwa kesehatan Donald Trump """"memburuk.""",true,medora,OTHER
Data ilmiah telah menghubungkan lonjakan aktivitas gunung berapi di Hawaii dengan peningkatan aktivitas fracking dari pembangkit listrik tenaga panas bumi di dekatnya.,true,medora,OTHER
Eksklusif AP: Bukti tumpahan di lokasi beracun selama banjir.,true,medora,OTHER
Presiden Obama. . . ingin mengamanatkan sunat.,true,medora,OTHER
Setiap presiden AS sejak tahun 1976 telah mendeklarasikan setidaknya satu keadaan darurat nasional.,true,medora,OTHER
Pria Wisconsin dituduh melakukan skema kartrid vaping THC ilegal.,true,medora,OTHER
Gubernur baru Florida yang didukung Trump berupaya memperluas daya tariknya.,true,medora,OTHER
Inilah cara diet lima hari yang meniru puasa dapat 'menghidupkan kembali' tubuh dan mengurangi risiko kanker,true,medora,NUTRITION
"""Mantan perusahaan layanan kesehatan Rick Scott, Columbia/HCA, melakukan""""penipuan"".",true,medora,OTHER
Situs web kebugaran bertujuan untuk mengalirkan kebersamaan dan juga olahraga.,true,medora,LIFESTYLE
Mengapa zebra belang? Mungkin untuk mengusir lalat.,true,medora,OTHER
"Pantai di Pesisir Mississippi dibuka, saran kontak dicabut.",true,medora,OTHER
"“Jika Anda mengurutkan semua negara yang telah melakukan tes (Covid-19) berdasarkan per kapita, kami berada di urutan terbawah.”",true,medora,OTHER
Klinik memberikan hibah untuk membantu mereka yang tidak diasuransikan dan kurang diasuransikan.,true,medora,OTHER
"""Donna Garner Says Joe Straus"" ""adalah salah satu penulis rancangan undang-undang yang memungkinkan Planned Parenthood mengontrol pendidikan seks di sekolah umum.""",true,medora,OTHER
Penggunaan aspirin yang ‘Revolusioner’? Dapat membantu pasien kanker usus besar,true,medora,OTHER
Inggris menolak Keytruda dari Merck sebagai pengobatan awal untuk kanker paru-paru.,true,medora,TREATMENT
"Sebuah penelitian di Jepang menemukan bahwa rokok elektronik (populer disebut ""e-cigs"") mengandung karsinogen sepuluh kali lebih banyak daripada rokok tembakau.",true,medora,NUTRITION
"Dan ini akan menjadi tahun pertama, jika semuanya benar, kita akan menghabiskan lebih dari $10 miliar anggaran negara kita untuk Medicaid dari anggaran $28 miliar.",true,medora,OTHER
"Notasi """"YXX"""" pada catatan Layanan Selektif Donald Trump menunjukkan bahwa dia menderita kondisi genetik sindrom Klinefelter.""",true,medora,OTHER
Meth di Louisiana terkontaminasi virus Zika.,true,medora,DIAGNOSIS
"""Gilberto Hinojosa Mengatakan jika tindakan aborsi di Texas berhasil, """"seseorang yang tinggal di El Paso harus berkendara sejauh 550 mil sekali jalan ke San Antonio untuk sesuatu yang sederhana seperti pemeriksaan kanker serviks.""",true,medora,DIAGNOSIS
Studi Kelenjar Getah Bening Mengguncang Pilar Perawatan Kanker Payudara,true,medora,OTHER
"Michele Bachmann Says Tim Pawlenty mengatakan pada tahun 2006, """"Era pemerintahan kecil telah berakhir... pemerintah harus lebih proaktif dan lebih agresif.""",true,medora,OTHER
Para ilmuwan memuji terobosan dalam sel induk mirip embrio.,true,medora,OTHER
"""Pasta gigi Colgate harus """"ditarik"".",true,medora,OTHER
Pengiriman stasiun luar angkasa diluncurkan dari pantai Virginia.,true,medora,OTHER
Eropa menilai apakah berat badan mempengaruhi keberhasilan 'pil pencegah kehamilan'.,true,medora,MATERNAL_CHILD
"Celebrex berisiko pada pasien berisiko tinggi, demikian temuan penelitian.",true,medora,RISK
"""Klaim faktual yang dibuat dalam video Facebook berjudul """"Apakah makanan Anda palsu atau asli? Cari tahu dengan 16 tes mudah ini di rumah!"""" adalah valid.""",true,medora,NUTRITION
"Sydney Brenner, yang membantu menguraikan kode genetik, meninggal pada usia 92 tahun.",true,medora,OTHER
Koktail untuk diingat? Obat mujarab nutrisi menunjukkan harapan melawan Alzheimer,true,medora,TREATMENT
Partai Demokrat mengungkap kebijakan baru menjelang pemilihan gubernur.,true,medora,OTHER
Tunisia: 12 bayi meninggal karena infeksi yang didapat di rumah sakit.,true,medora,DIAGNOSIS
"Kematian akibat virus corona di Italia melonjak 793 dalam sehari, sehingga total kematian menjadi 4.825.",true,medora,DIAGNOSIS
Chester Bennington dan Chris Cornell dibunuh karena hendak mengungkap jaringan pedofil.,true,medora,OTHER
Prosedur stent mengurangi masa tinggal untuk memperbaiki aneurisma,true,medora,OTHER
Spironolakton mungkin bisa menjadi alternatif pengganti antibiotik dalam pengobatan jerawat wanita,true,medora,TREATMENT
"Anggota Kongres Kathy Castor memilih untuk menghabiskan $2,6 juta untuk mengajar pelacur di Tiongkok untuk minum secara bertanggung jawab.",true,medora,OTHER
"Gempa dari gunung berapi Gunung Etna mengguncang Sisilia, memicu kepanikan.",true,medora,CAUSE
"Sebuah penelitian di Penn State University menemukan bahwa ""rokok elektronik... jauh lebih tidak membuat ketagihan dibandingkan rokok.""",true,medora,NUTRITION
Panel Menegaskan Kembali Saran Mammogram yang Memicu Perdebatan Kanker Payudara,true,medora,CAUSE
"Gereja diwajibkan oleh pemerintah setempat untuk mencatat dan mendaftarkan daftar hadirin untuk tujuan pelacakan di Kansas City, Missouri.",true,medora,OTHER
Postingan Facebook Mengatakan meninggalkan benda di bawah sinar matahari untuk menghindari tertular virus corona.,true,medora,DIAGNOSIS
Tingkat kejahatan di negara bagian kita berada pada titik terendah dalam 40 tahun terakhir.,true,medora,OTHER
Sisa bawang bombay menjadi beracun hanya dalam satu hari karena merupakan magnet bagi bakteri.,true,medora,DIAGNOSIS
